No,Drug_name,SMILES,initial_weight,BET,1h (20%RH end),2h (30%RH end),3h (40%RH end),4h (50%RH end),5h (60%RH end),6h (70%RH end),9h (80%RH end),10h (70%RH end),11h (60%RH end),12h (50%RH end),13h (40%RH end),14h (30%RH end),15h (20%RH end)
449,Chloroprocaine Hydrochloride,CCN(CC)CCOC(=O)C1=C(C=C(C=C1)N)Cl.Cl ,52.9831,5.35,0.188655289,0.185061033,0.217191807,0.245440351,0.270915897,0.320987532,0.424859796,0.401038288,0.395618762,0.321025895,0.293454973,0.242223903,0.199702883
450,Eperison Hydrochloride,CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,50.2759,0.19,0.015944363,0.008920901,0.013802429,0.011541701,0.022874092,0.048632913,0.068012429,0.047096951,0.027455205,0.018060356,0.011832788,0.014887196,0.018251286
451,Norwthisterone Enanthate,CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,49.3474,0.4,0.045971729,0.043399287,0.051475491,0.059500689,0.070824109,0.062475097,0.036038254,0.025045497,0.019362136,0.000607784,0.002146898,0.00788879,0.020092252
452,Budesonide,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@@]5([C@H]4[C@H](C[C@@]3([C@@]2(O1)C(=O)CO)C)O)C,52.3595,2.76,0.041750866,0.090751667,0.144878138,0.179193312,0.246958995,0.251987121,0.329044171,0.25448326,0.213227337,0.199330285,0.169959436,0.121185862,0.084078911
453,Tiopronin,CC(C(=O)NCC(=O)O)S,50.004,2.88,0.07695748,0.098718924,0.112309863,0.17948669,0.229081202,0.311191858,0.637745299,0.465431554,0.37480244,0.321919012,0.281549646,0.109029984,0.165535836
454,Cilnidipine,CC1=C(C(C(=C(N1)C)C(=O)OC/C=C/C2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCOC,47.4058,2.85,0.033017372,0.08842737,0.118547271,0.13852047,0.192561205,0.199236617,0.16920026,0.15430127,0.074740908,0.101187153,0.101714274,0.09798483,0.116323784
455,Memantine Hydrochloride,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl,48.9425,12.49,0.294840684,0.425726597,0.582611201,0.772627713,0.935546403,1.104152755,1.234287731,1.087623447,0.960906647,0.756776102,0.600888088,0.444688036,0.352753719
456,Nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,50.3449,0,0.039435204,0.046150933,0.028876228,0.026975727,0.048971817,0.078223018,0.049222632,0.034457868,0.019973537,0.011700692,0.003698706,0.00965509,0.010600707
457,Leucogen,CCOC(=O)C(C1NC(CS1)C(=O)O)C2=CC=CC=C2,53.3407,87.81,2.941506745,3.022549319,3.086088679,3.092645193,3.11721633,3.220312063,3.258443961,3.261086531,3.183222866,3.141700945,3.082186567,2.966814855,3.012592594
458,Bambuterol Hydrochloride,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,46.4057,1.63,0.043654037,0.081269465,0.113118954,0.131043763,0.158515889,0.459782205,0.633764229,0.446518141,0.356992916,0.248294201,0.153722396,0.095093718,0.070134151
459,N-Acetyl-D-(+)-Glucosamine,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,56.4202,0,0.073785606,0.072604038,0.081553041,0.043614975,0.064582098,0.086978453,0.022965576,0.022300744,0.008303011,0.003034859,0.005517649,0.030114924,0.048589152
460,Tropicamide,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,44.5778,1.29,0.038390342,0.04800695,0.077893769,0.083463243,0.116032281,0.156219144,0.276526317,0.273952491,0.249866206,0.216726115,0.18287812,0.088503815,0.074386442
461,Rosuvastatin Calcium,CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.CC(C1=NC(=NC(=C1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.[Ca+2],53.88,43.34,0.943570597,1.483062291,1.998997965,2.506985105,3.002835909,3.547653105,4.883566707,4.702010233,4.45555956,4.177612173,3.852182384,3.433306535,2.936680201
462,Bevantolol Hydrochloride,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl,53.7319,5.31,0.091685114,0.176464672,0.263640798,0.345436036,0.439519253,0.537294608,0.640313506,0.592778461,0.523361622,0.453054216,0.378147913,0.308725674,0.239076486
463,Bupivacaine Hydrochloride,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,49.4283,2.48,0.060415129,0.082321998,0.06327998,0.15007858,0.130184549,0.123618969,0.119939029,0.098422552,0.079535181,0.073579472,0.075184297,0.075152783,0.084887472
464,Bicyclol,COC1=C2C(=C(C(=C1)CO)C3=C4C(=C(C=C3C(=O)OC)OC)OCO4)OCO2,55.2536,1.86,0.022393033,0.060783617,0.079379606,0.114254919,0.133221922,0.179463224,0.215944982,0.214588317,0.184700239,0.1351449,0.112088703,0.09937699,0.081811886
465,Letrozole,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,52.1008,0.08,0.052388634,0.050418405,0.021384548,0.018245195,0.026698608,0.037828884,0.010747645,0.012592806,0.010699076,0.014915854,0.026655711,0.026171422,0.026352459
466,Meisoindigo,CN1C2=CC=CC=C2C(=C1O)C3=C4C=CC=CC4=NC3=O,48.5806,1.2,0.014952402,0.036773095,0.04269297,0.065955518,0.093851056,0.119122077,0.16122492,0.135484812,0.075328086,0.063746426,0.047660623,0.045838832,0.027957892
467,Carbidopa,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.O,46.0498,49.72,1.433009842,1.600268727,1.821107859,1.927881035,2.024222479,2.104981116,2.121238384,2.03261795,1.991556377,1.925973019,1.795258704,1.826381521,1.77655104
468,Chloroxoquinoline,C1=CC2=C(C=C1Cl)NC=CC2=O,47.6359,0.48,0.02344691,0.02559483,0.021284086,0.022730378,0.043243789,0.068003139,0.067709265,0.047282414,0.032040942,0.02912128,0.014830196,0.008576649,0.013044339
469,Indobufen,CCC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O,51.0644,0.14,0.005343395,0.005859188,0.00534289,0.00822186,0.020306234,0.026205035,0.036335947,0.033734108,0.024570622,0.028855484,0.024591722,0.016014846,0.002873291
470,Topiramate,CC1(O[C@@H]2CO[C@@]3([C@H]([C@@H]2O1)OC(O3)(C)C)COS(=O)(=O)N)C,59.3258,0.59,0.005337641,0.013815536,0.027836197,0.040633773,0.05990505,0.076714983,0.105416195,0.103571534,0.075705273,0.06832695,0.057641245,0.051125141,0.041449599
471,Milrinone,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,58.6577,8.16,0.163843729,0.286951136,0.408799973,0.570732451,0.746504555,0.918045001,1.106003452,0.997813087,0.925073098,0.868957347,0.830428845,0.717944064,0.635401679
472,Betahistine Mesilate,CNCCC1=CC=CC=N1.CS(=O)(=O)O.CS(=O)(=O)O,44.354,12.85,0.296569226,0.792602634,8.013458695,17.04253096,27.09513454,38.2385259,65.31691367,65.3159724,60.72018778,52.43531937,42.23192249,31.32588846,22.04915712
473,Nicorandil,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],47.6385,7.08,0.184891581,0.273269789,0.40851115,0.625700771,0.888496224,1.382123502,1.677932561,1.159393944,0.741213148,0.514169081,0.338080647,0.191342238,0.13041895
474,Armillarisin A,CC(=O)C1=CC2=C(C=C(C=C2OC1=O)O)CO,53.2477,0.68,0.016031432,0.027161689,0.041501608,0.068600109,0.085684315,0.08221456,0.118361886,0.127257189,0.121279039,0.110700753,0.092830931,0.083581193,0.074610792
475,Oseltamivir Phosphate,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O,48.8085,4.07,0.098819788,0.14678686,0.200745188,0.269198014,0.331228491,0.39644536,0.507076157,0.438984614,0.301325721,0.245883217,0.165517028,0.111536805,0.105096446
476,Oxiconazole Nitrate,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-],55.6498,1.27,0.024681313,0.047942834,0.06884908,0.081918381,0.09916385,0.119211594,0.101171905,0.099871319,0.089908549,0.085513505,0.084046368,0.07020153,0.062523473
477,Pregabalin,CC(C)C[C@@H](CC(=O)O)CN,54.2802,0.01,0.01274993,0.015292055,0.010063928,0.012631463,0.029818535,0.029212266,0.057256361,0.060919127,0.055059611,0.047897883,0.040114297,0.035133746,0.027098417
478,Fenofibrate Impurity Ⅱ,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,45.1886,2.14,0.031630541,0.042133232,0.105662435,0.121586309,0.146461688,0.301125796,8.707897535,6.588688925,2.327538563,1.386870738,0.225698235,0.190486084,0.183712762
479,Azathioprine Impurity,CN1C=NC(=C1Cl)[N+](=O)[O-],39.7641,0,0.087944164,0.090993674,0.08038725,0.106161965,0.072386416,0.078169647,0.092459474,0.076167336,0.087517619,0.05138977,0.049146384,0.02665702,0.03482509
480,Homoatropine Hydrobromide,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,55.8437,0.65,0.012709427,0.024326566,0.029653017,0.034665665,0.028367195,0.043602596,0.035432049,0.025056671,0.023305133,0.02111046,0.005295707,0.005714317,0.021482045
481,(+)-Trans-Paroxetine,C1CNC[C@@H]([C@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,50.5093,5.41,0.13068826,0.193316241,0.239089414,0.275053129,0.295219679,0.372828595,0.651031057,0.517825482,0.445493748,0.38413355,0.333751213,0.336820953,0.327808671
482,Desfluoroparoxetine,C1CNC[C@H]([C@@H]1C2=CC=CC=C2)COC3=CC4=C(C=C3)OCO4,45.2563,1.34,0.171973833,0.190983125,0.202760233,0.19006512,0.181549535,0.200348241,0.240865795,0.193805276,0.142216466,0.126158974,0.086982563,0.016948736,0.019941342
483,N-Methyl Paroxetine,CN1CC[C@H]([C@@H](C1)COC2=CC3=C(C=C2)OCO3)C4=CC=C(C=C4)F,41.4338,0,0.036761602,0.025650426,0.040661915,0.033197266,0.047056697,0.928259475,1.765293948,1.221685691,0.299299574,0.107573723,0.00860268,0.013807046,0.008721995
484,Sodium Aminosalicylate,C1=CC(=C(C=C1N)O)C(=O)[O-].O.O.[Na+],44.2724,207.21,2.122122122,6.995829289,11.55038882,13.72802932,14.51977127,14.77752261,14.75588287,14.71538594,14.64558248,14.62794004,14.62138788,14.62142142,14.61444939
485,Methylthioninium Chloride,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.O.O.O.[Cl-],47.3595,262.43,6.551217789,8.837006442,9.651892526,9.956408058,11.41785875,16.78302379,25.40840694,25.00299453,25.15642165,24.44813871,23.85597298,23.6471308,23.12032922
486,Warfarin Sodium,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+],50.5349,9.42,0.232594516,0.339570937,0.434375614,0.517534542,0.72455539,1.506159007,8.444580732,7.762050949,6.878670298,6.343673411,5.931069267,5.56144401,5.266234993
487,Leflunomide Impurity Ⅱ,C/C(=C(\C#N)/C(=O)NC1=CC=C(C=C1)C(F)(F)F)/O,48.7291,0,0.004251503,0.003782087,0.007047277,0.010869356,0.012170545,0.024102841,0.032630127,0.024630145,0.014448344,0.009362083,0.004213043,0.00530439,0.007138998
488,Nitrofurazone,C1=C(OC(=C1)[N+](=O)[O-])/C=N/NC(=O)N,50.0917,0,0.005296996,0.009352111,0.018528041,0.028637304,0.048764443,0.047115206,0.094658529,0.05759369,0.047684463,0.045401689,0.044680907,0.043690632,0.033474153
489,N-(4-Chlorobenzoyl) Tyramine,C1=CC(=CC=C1CCNC(=O)C2=CC=C(C=C2)Cl)O,23.0158,0,0.015975734,0.010939321,0.055335764,0.249383384,0.437740369,1.175095031,3.964753417,2.734615381,1.977725484,1.311350018,1.177507747,1.149612479,1.114815309
490,Felodipine imupurity Ⅰ,CCOC(=O)C1=C(C(=C(N=C1C)C)C(=O)OC)C2=C(C(=CC=C2)Cl)Cl,44.5902,0.79,0.017952226,0.027029002,0.028700267,0.028184819,0.035622235,0.059835608,0.097030651,0.078379484,0.055962128,0.039649893,0.032012443,0.014444248,0.015425364
491,Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,41.7091,0.97,0.031810866,0.035859077,0.065261097,0.08658632,0.10565595,0.115659788,0.18228172,0.148915999,0.170702463,0.142646362,0.133622882,0.11986663,0.088551953
492,Sulfanilic Acid,C1=CC(=CC=C1N)S(=O)(=O)O,41.0664,0.11,0.044359896,0.054150125,0.059238888,0.06767604,0.08878779,0.102392017,0.149520468,0.129272212,0.106381078,0.110155024,0.063544949,0.05583187,0.069506533
493,4-(Butylamino) Benzoic Acid,CCCCNC1=CC=C(C=C1)C(=O)O,43.1159,1.57,2.22E-16,0.073035353,0.063336146,0.115661813,0.133460323,0.178530985,0.183624661,0.158459997,0.154547467,0.115653705,0.10704727,0.099109491,0.095255727
494,Iohexol Impurity Ⅱ,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,51.1499,27.75,0.673551631,0.968996625,1.298588222,1.563964919,1.854771749,2.198169693,2.650037879,2.156096313,1.832248069,1.550379052,1.313718162,1.06493314,0.82136888
495,Xanthene-9-Carboxylic Acid,C1=CC=C2C(=C1)C(C3=CC=CC=C3O2)C(=O)O,43.9781,2.47,0.043721655,0.089718431,0.073050089,0.107543301,0.097414853,0.146602409,0.162617159,0.146910682,0.130785108,0.139068294,0.117235953,0.1068873,0.1083537
496,Canrenone,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C,41.8192,3.07,0.055295675,0.101072002,0.171341288,0.20618835,0.226690595,0.267367617,0.339992187,0.340447825,0.295250212,0.258431465,0.241340078,0.208564867,0.174513461
497,Adrenaline Bitartrate,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,56.865,0,0.051470671,0.054426189,0.051470666,0.039559571,0.024663169,0.022045787,0.045036967,0.037681526,0.043962478,0.045661861,0.036457761,0.033926947,0.047505851
498,Perindoprilat,CCC[C@@H](C(=O)O)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O,41.1817,150.52,5.093547845,5.18910057,5.210694579,5.228715137,5.274269481,5.399895425,12.20128369,10.15833859,6.866965036,5.910616262,5.316677965,5.138298478,5.142848152
499,Policresulen Impurity C,CC1=CC(=CC=C1S(=O)(=O)O)O.[NH4+],17.9451,0,0.637146216,0.620795898,0.628624402,0.494541918,0.223232931,0.084126698,0.012325442,0.029665421,0.04242765,0.06010299,0.073083768,0.049148925,0.083103372
500,Gestrinone,CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O,23.2185,0,2.112100103,1.686082137,0.685124131,0.196688199,0.143745672,0.180845701,0.325181477,0.25389911,0.228722509,0.13265929,0.069407532,0.021262447,0
501,Sulfadimidine,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,49.4754,0.11,0.01071926,0.023412482,0.026639203,0.027185665,0.033881284,0.037454394,0.070726837,0.055540657,0.044068233,0.043232013,0.025666504,0.031049756,0.022060043
502,Dichlorodiaminocyclohexaneplatinum,C1CC[C@H]([C@@H](C1)N)N.[Cl-].[Cl-].[Pt+2],14.4637,2.71,0.092507715,0.098979833,0.101122184,0.087437754,0.091356618,0.073079706,0.093161787,0.098264702,0.077367215,0.084184798,0.086416385,0.048991463,0.089624041
503,Milrinone Imupurity A,CC1=C(C=C(C(=O)N1)C(=O)N)C2=CC=NC=C2,23.0597,3.28,0.062805245,0.118240459,0.117887282,0.261424856,0.344605322,0.439188391,0.502260556,0.456682317,0.426728798,0.409192608,0.346761413,0.301238758,0.271706276
504,Buspirone Hydrochloride,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl,49.0287,4.81,0.099732609,0.172795907,0.241643166,0.31180859,0.35135991,0.475624495,0.591589311,0.485590262,0.402830008,0.35663307,0.27558422,0.220006653,0.188373759
505,Levocarnitine,C[N+](C)(C)C[C@@H](CC(=O)[O-])O,56.0491,66.65,0.765875369,2.489568826,9.977819127,21.53972597,33.23707519,44.91673569,77.45387599,79.36444375,76.78845043,70.45226575,61.95902075,51.84260115,42.46409353
506,Nitrodurantoin,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],57.2826,1.68,0.029715042,0.049552991,0.083992799,0.098891134,0.11437109,0.133425699,0.310904904,0.239454833,0.204337669,0.189655377,0.134717558,0.118506045,0.097863647
507,Etidronate Disodium,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],56.9398,7.96,0.159835567,0.15942316,0.314710659,1.565174502,7.388124643,15.68811658,25.89336148,25.73516834,26.52750187,25.62697268,25.52041221,25.52041233,25.57868173
508,Etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2,42.3014,2.36,0.040393035,0.085084983,0.119094543,0.153309019,0.204164758,0.217704444,0.308054307,0.29753061,0.254151897,0.254976852,0.199157594,0.177050077,0.154476863
509,Sodium Valproate,CCCC(CCC)C(=O)[O-].[Na+],55.6788,1.48,0.148360979,0.226359121,0.461086564,7.652584009,18.88976998,29.08444005,57.99932068,60.61104437,58.22892101,53.25533802,47.21914475,40.81804787,37.11872115
510,Perindopril Tert-Butylamine,CCC[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O.CC(C)(C)N,44.3735,7.97,0.16333017,0.285815512,0.362208723,0.418294956,0.492568013,0.584519471,0.775341773,0.618138366,0.490840771,0.42562448,0.353949316,0.252338567,0.166636543
511,Cyclandelate,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,41.1724,5.29,0.100869338,0.190050384,0.274285037,0.350842818,0.249481901,0.215280376,0.1705954,0.158133911,0.134583729,0.129562135,0.120329803,0.107814873,0.092893281
512,Lomustine,C1CCC(CC1)NC(=O)N(CCCl)N=O,47.5951,0,0.022278647,0.010577818,0.004286622,0.010597705,0.010612892,0.027242217,0.034712324,0.027612894,0.015015846,0.019630199,0.014175687,0.006719372,0.002978682
513,Propafenone Hydrochloride,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl,51.5425,0,0.045707908,0.039325949,0.050930705,0.055282944,0.075696412,0.105031738,0.171297106,0.137451392,0.156178001,0.114201792,0.05771089,0.051977418,0.065990337
514,Difenidol Hydrochloride Impurity,C1CCN(CC1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3.Cl,57.6817,1.42,0.037248461,0.050365609,0.084092304,0.121021402,0.167294499,0.192878738,0.276000724,0.2414632,0.223853774,0.171169882,0.130437639,0.103820843,0.078576863
515,Policresulen Impurity A,CC1=CC(=CC=C1O)S(=O)(=O)[O-].[NH4+],17.3053,1.72,0.033729668,0.07818204,0.131878393,0.14896113,0.230195614,0.309244418,0.343279704,0.281238365,0.250785603,0.185768665,0.175633706,0.172842863,0.134020264
516,Pyridostigmine Bromide,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],52.0467,25.47,0.063473427,1.03515453,8.324878501,15.41972502,23.06220784,31.11343977,50.82386033,48.4381923,41.0693251,31.98403263,22.96485801,16.01366602,11.47154929
517,Omeprazole Magnesium,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2].O.O.O.O,54.482,125.07,4.098845912,4.250453745,4.42432397,4.534296155,4.666545095,4.812737364,5.023462068,4.888417181,4.975345957,4.751788395,4.592538967,4.486549077,4.429325558
518,Policresulen Impurity B,CC1=CC(=C(C=C1O)S(=O)(=O)[O-])S(=O)(=O)[O-].[NH4+].[NH4+],26.9043,44.84,1.104999691,1.269871257,2.028992875,2.133613644,2.084172558,2.883608505,20.92816775,19.2415332,14.20093672,13.11867427,12.08407302,11.32185019,10.35775191
519,4-Hydroxybenzoic Acid,C1=CC(=CC=C1C(=O)O)O,38.2712,0.19,0.006371265,0.007996299,0.016828211,0.026154991,0.032608955,0.042589284,0.071480764,0.062102936,0.0529211,0.045596579,0.030536871,0.026413019,0.028600255
520,Anisodamine Hydrobromide,CN1[C@H]2C[C@@H](C[C@@H]1[C@H](C2)O)OC(=O)[C@H](CO)C3=CC=CC=C3.Br,45.7696,13.78,0.330708491,0.537852986,0.676040169,0.86116542,1.074537748,1.287377193,1.474149257,1.234835524,1.064734095,0.870147967,0.699485135,0.545699485,0.425558003
521,Metoprolol Tartrate,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,56.7098,2,0.042097434,0.076828807,0.094541243,0.114696022,0.126266786,0.16913838,0.233947592,0.213692037,0.169832168,0.157613663,0.134745372,0.109303161,0.094493324
522,Naphazoline Hydrochloride,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,59.465,0,0.139604696,0.010306359,0.036997753,0.053311196,0.072475562,0.129491927,0.503536781,0.338718578,0.263534295,0.224253533,0.116024429,0.085313736,0.071318041
523,Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,55.4465,0,0.045748988,0.025214438,0.03928691,0.0298132,0.029131941,0.041718771,0.028017943,0.027899507,0.023070913,0.020731157,0.02106106,0.011643501,0.005153626
524,Pyridoxine Hydrochloride,CC1=NC=C(C(=C1O)CO)CO.Cl,55.9682,0,0.158077976,0.150782477,0.133445102,0.09666887,0.056404595,0.039653399,0.029255415,0.017770968,0.033447621,0.014193405,0.013907438,0.01090435,0.019028587
525,Lithocholic Acid,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C,44.0632,0,0.056201487,0.053749992,0.060988374,0.07181609,0.021486424,0.0486573,0.064938461,0.061061457,0.061354726,0.048750341,0.027996712,0.045601535,0.027647594
526,Scopolamine Butylbromide,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-],56.0218,4.61,0.059338833,0.19089149,0.244128629,0.443109167,0.732818202,1.73121717,3.433847232,3.363233268,3.229054495,3.10205276,2.874207603,2.629731678,1.128346591
527,Carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,46.6972,0.66,0.015759267,0.041890164,0.037171731,0.047804534,0.054260426,0.083297843,0.133584921,0.109448213,0.071677971,0.076695338,0.061178665,0.038904956,0.031633472
528,Ethambutol Hydrochloride,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,49.7184,0.18,0.062824524,0.075815092,0.083829635,0.062824524,0.084204143,0.160515191,16.18178618,13.53845269,8.691081774,7.894003098,7.143765529,6.907950494,6.633439398
529,Isosorbide 2-Nitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O,30.307,1.97,0.042665367,0.07391211,0.112765785,0.152135822,0.165897084,0.233293468,0.315612008,0.268981717,0.244442177,0.161909088,0.08411722,0.057184559,0.009250175
530,Ibuprofen Imupurity B,CC(C)CC1=CC=C(C=C1)C(=O)O,49.7066,0.08,0.004875511,0.005223832,0.00635953,0.005846568,0.009107695,0.017593837,0.025609849,0.022947817,0.016718155,0.017535337,0.012267349,0.022442736,0.013864009
531,Finasteride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,41.7081,0.48,0.017381306,0.018405448,0.026767942,0.031243474,0.052155492,0.073047903,0.092820897,0.076008818,0.065659779,0.059769157,0.052140638,0.045908459,0.035167799
532,Glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,58.2247,0.39,0.01838421,0.017976267,0.034807334,0.028247834,0.040358819,0.046793803,0.049158774,0.047785392,0.038455281,0.040562143,0.04108149,0.040550278,0.03499161
533,Cetirizine Hydrochloride,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,54.9354,3.41,0.087894712,0.120639983,0.149670497,0.255030517,0.301816102,0.412052242,1.090423986,0.534694245,0.415279007,0.358705472,0.293783094,0.249578248,0.22842759
534,Etofesalamide,CCOC1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O,47.2359,0.07,0.008845471,0.008110412,0.00873063,0.007645086,0.011338306,0.017793206,0.037838334,0.029810564,0.036124104,0.031317001,0.01977105,0.030985854,0.04192233
535,Vitamin C,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,48.1051,1.51,0.041799512,0.058163229,0.065891542,0.09634654,0.158054161,0.291189312,0.47288747,0.306727181,0.215485166,0.180851696,0.144394041,0.12256814,0.101218548
536,"2, 3, 4-Trimethoxybenzaldehyde",COC1=C(C(=C(C=C1)C=O)OC)OC,32.9012,8.9,0.238886042,0.325269864,0.479436994,0.658901255,0.613324627,0.605117488,0.589572927,0.590876897,0.564196486,0.53745361,0.518244216,0.511472517,0.499308618
537,Metronidazole Benzoate,CC1=NC=C(N1CCOC(=O)C2=CC=CC=C2)[N+](=O)[O-],51.6558,0,0.013481105,0.025987448,0.004098533,0.038243133,0.034710895,0.051859058,0.070864971,0.04477403,0.037083001,0.045085824,0.050089238,0.014994652,0.035552461
538,Fluvoxamine Maleate,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F.C(=C\C(=O)O)\C(=O)O,52.0734,0.35,0.009260051,0.010244336,0.007451339,0.010413061,0.01245898,0.014041022,0.047226476,0.047287804,0.036864951,0.035774425,0.032516933,0.027664508,0.017967329
539,Tropine,CN1[C@@H]2CC[C@H]1CC(C2)O,28.073,0,0.047075171,0.11466343,1.681975714,3.555842028,3.912074219,3.959933598,4.01129937,3.996744368,3.981941266,3.812984573,3.752978782,3.551957497,2.88028169
540,Cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N,51.8541,1.17,0.024190433,0.041469423,0.05019031,0.060857419,0.074625065,0.093900197,0.09999091,0.085699954,0.065306469,0.065520753,0.02316679,0.054396784,0.041916129
541,Carmofur,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,47.7017,0.02,0.004276619,0.002144474,0.007102969,0.017196794,0.04918443,0.061994449,0.088215414,0.06329802,0.055598794,0.059530453,0.053656243,0.050250648,0.042226219
542,Cilostazol,C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4,46.1798,0.41,0.08897196,0.094300237,0.10666638,0.085693049,0.105686805,0.114955898,0.10674948,0.08451254,0.085880235,0.091181904,0.084329328,0.078480637,0.066451532
